no,time,count,message size,span(ns),max(ns),min(ns),avg(ns)
698,2023.03.06 17:10:14,1024,200,20609101,512555,707,20126
699,2023.03.06 17:10:16,1024,200,3656076,62106,685,3570
700,2023.03.06 17:10:18,1024,200,98585981,487826,702,96275
701,2023.03.06 17:10:21,1024,200,2373558,43645,837,2317
702,2023.03.06 17:10:23,1024,200,6226264,102320,661,6080
703,2023.03.06 17:10:25,1024,200,1555744,17180,694,1519
704,2023.03.06 17:10:28,1024,200,29807805,234550,749,29109
705,2023.03.06 17:10:30,1024,200,1995382,254142,708,1948
706,2023.03.06 17:10:32,1024,200,70346163,274872,688,68697
707,2023.03.06 17:10:35,1024,200,1741184,146486,698,1700
708,2023.03.06 17:10:37,1024,200,24729237,214685,711,24149
709,2023.03.06 17:10:39,1024,200,1748081,17817,674,1707
710,2023.03.06 17:10:41,1024,200,35941614,364614,729,35099
711,2023.03.06 17:10:44,1024,200,1771320,109034,705,1729
712,2023.03.06 17:10:46,1024,200,1933578,123095,696,1888
713,2023.03.06 17:10:49,1024,200,2979075,542606,686,2909
714,2023.03.06 17:10:51,1024,200,713224940,1397180,66576,696508
715,2023.03.06 17:10:53,1024,200,67388908,548661,672,65809
716,2023.03.06 17:10:56,1024,200,18212342,190312,696,17785
717,2023.03.06 17:10:58,1024,200,23784856,222243,828,23227
718,2023.03.06 17:11:00,1024,200,56368636,454858,762,55047
719,2023.03.06 17:11:03,1024,200,1587227,16172,728,1550
720,2023.03.06 17:11:05,1024,200,92817848,438556,701,90642
721,2023.03.06 17:11:07,1024,200,12344260,335825,841,12054
722,2023.03.06 17:11:10,1024,200,2279429,38713,726,2226
723,2023.03.06 17:11:12,1024,200,28906485,236222,717,28228
724,2023.03.06 17:11:14,1024,200,372008022,840559,733,363289
725,2023.03.06 17:11:17,1024,200,25958134,609936,717,25349
726,2023.03.06 17:11:19,1024,200,20667090,193438,695,20182
727,2023.03.06 17:11:21,1024,200,2582227,216932,700,2521
728,2023.03.06 17:11:23,1024,200,177732689,645978,658,173567
729,2023.03.06 17:11:26,1024,200,2235036,115812,646,2182
730,2023.03.06 17:11:28,1024,200,6328855,102658,677,6180
731,2023.03.06 17:11:30,1024,200,25624732,253191,760,25024
732,2023.03.06 17:11:33,1024,200,21258305,179159,699,20760
733,2023.03.06 17:11:35,1024,200,30926347,262086,764,30201
734,2023.03.06 17:11:37,1024,200,45476128,340384,718,44410
735,2023.03.06 17:11:40,1024,200,1834631,320515,692,1791
736,2023.03.06 17:11:42,1024,200,2374911,36636,838,2319
737,2023.03.06 17:11:44,1024,200,1693112,19785,748,1653
738,2023.03.06 17:11:47,1024,200,1912182,559206,698,1867
739,2023.03.06 17:11:49,1024,200,252376999,863456,747,246461
740,2023.03.06 17:11:51,1024,200,5434188,79054,712,5306
741,2023.03.06 17:11:54,1024,200,1758400,28186,683,1717
742,2023.03.06 17:11:56,1024,200,6236805,83467,743,6090
743,2023.03.06 17:11:58,1024,200,5466208,96897,684,5338
744,2023.03.06 17:12:01,1024,200,1622369,196962,658,1584
745,2023.03.06 17:12:03,1024,200,1871159,27036,755,1827
746,2023.03.06 17:12:05,1024,200,4105668,548420,702,4009
747,2023.03.06 17:12:07,1024,200,3692994589,4395640,870,3606440
748,2023.03.06 17:12:10,1024,200,1519183,26492,686,1483
749,2023.03.06 17:12:12,1024,200,90894456,424184,780,88764
750,2023.03.06 17:12:14,1024,200,1843200,35493,693,1800
751,2023.03.06 17:12:17,1024,200,2059321,541219,726,2011
752,2023.03.06 17:12:19,1024,200,17795379,213095,737,17378
753,2023.03.06 17:12:21,1024,200,1737777,23455,749,1697
754,2023.03.06 17:12:24,1024,200,716028546,1275496,152713,699246
755,2023.03.06 17:12:26,1024,200,2123629,81060,720,2073
756,2023.03.06 17:12:28,1024,200,107448477,587305,753,104930
757,2023.03.06 17:12:31,1024,200,27937584,208301,717,27282
758,2023.03.06 17:12:33,1024,200,2421494,39032,712,2364
759,2023.03.06 17:12:35,1024,200,5753058,120353,707,5618
760,2023.03.06 17:12:38,1024,200,60541199,317076,695,59122
761,2023.03.06 17:12:40,1024,200,23695426,167939,674,23140
762,2023.03.06 17:12:42,1024,200,1889180,39375,719,1844
763,2023.03.06 17:12:45,1024,200,459514965,3476753,730,448745
764,2023.03.06 17:12:47,1024,200,7062763,355754,742,6897
765,2023.03.06 17:12:49,1024,200,15695883,193116,720,15328
766,2023.03.06 17:12:51,1024,200,16954428,176066,669,16557
767,2023.03.06 17:12:54,1024,200,2846579,67497,789,2779
768,2023.03.06 17:12:56,1024,200,2571046,520564,693,2510
769,2023.03.06 17:12:58,1024,200,3398468,90043,690,3318
770,2023.03.06 17:13:01,1024,200,1706739,37407,686,1666
771,2023.03.06 17:13:03,1024,200,247243937,788229,761,241449
772,2023.03.06 17:13:06,1024,200,28223468,216541,825,27561
773,2023.03.06 17:13:08,1024,200,9930501,109763,690,9697
774,2023.03.06 17:13:10,1024,200,16069909,181185,711,15693
775,2023.03.06 17:13:13,1024,200,2465137,76754,763,2407
776,2023.03.06 17:13:15,1024,200,2192892,30620,744,2141
777,2023.03.06 17:13:17,1024,200,659522035,2921671,866,644064
778,2023.03.06 17:13:19,1024,200,11386778,554958,710,11119
779,2023.03.06 17:13:22,1024,200,1719701,31849,803,1679
780,2023.03.06 17:13:24,1024,200,2829775,554917,837,2763
781,2023.03.06 17:13:26,1024,200,58987721,318302,1028,57605
782,2023.03.06 17:13:29,1024,200,29418781,234704,704,28729
783,2023.03.06 17:13:31,1024,200,2388513,565267,700,2332
784,2023.03.06 17:13:33,1024,200,1699182,21114,698,1659
785,2023.03.06 17:13:36,1024,200,1724596,18056,642,1684
786,2023.03.06 17:13:38,1024,200,45275529,278311,761,44214
787,2023.03.06 17:13:40,1024,200,5523464,560144,694,5394
788,2023.03.06 17:13:43,1024,200,1561838,17615,722,1525
789,2023.03.06 17:13:45,1024,200,2061016,250151,755,2012
790,2023.03.06 17:13:47,1024,200,2167902,73656,695,2117
791,2023.03.06 17:13:50,1024,200,86287315,546716,713,84264
792,2023.03.06 17:13:52,1024,200,1799251,18966,698,1757
793,2023.03.06 17:13:54,1024,200,13407072,171007,722,13092
794,2023.03.06 17:13:57,1024,200,21253735,243299,688,20755
795,2023.03.06 17:13:59,1024,200,4996678,111599,717,4879
796,2023.03.06 17:14:01,1024,200,40021847,279672,712,39083
797,2023.03.06 17:14:04,1024,200,7941124,72975,728,7755
798,2023.03.06 17:14:06,1024,200,1992660,22048,741,1945
799,2023.03.06 17:14:08,1024,200,1917743,203414,729,1872
800,2023.03.06 17:14:11,1024,200,2231719,60433,734,2179
801,2023.03.06 17:14:13,1024,200,1631560,17105,735,1593
802,2023.03.06 17:14:15,1024,200,13868745,205095,686,13543
803,2023.03.06 17:14:18,1024,200,50332934,421700,702,49153
804,2023.03.06 17:14:20,1024,200,12665705,166190,707,12368
805,2023.03.06 17:14:22,1024,200,23706798,191754,725,23151
806,2023.03.06 17:14:25,1024,200,1707401879,2436480,949785,1667384
807,2023.03.06 17:14:27,1024,200,24345024,236554,743,23774
808,2023.03.06 17:14:29,1024,200,2210806,630299,683,2158
809,2023.03.06 17:14:32,1024,200,28551608,159859,701,27882
810,2023.03.06 17:14:34,1024,200,200719806,760958,829,196015
811,2023.03.06 17:14:36,1024,200,75077421,527295,698,73317
812,2023.03.06 17:14:39,1024,200,3814103,83703,709,3724
813,2023.03.06 17:14:41,1024,200,11293110,359085,851,11028
814,2023.03.06 17:14:43,1024,200,21717537,247032,755,21208
815,2023.03.06 17:14:46,1024,200,30463002,252115,848,29749
816,2023.03.06 17:14:48,1024,200,737757142,1277640,285130,720465
817,2023.03.06 17:14:50,1024,200,1594568,38191,694,1557
818,2023.03.06 17:14:53,1024,200,11441134,127030,713,11172
819,2023.03.06 17:14:55,1024,200,2796875,160410,708,2731
820,2023.03.06 17:14:57,1024,200,49190594,377629,729,48037
821,2023.03.06 17:15:00,1024,200,110833933,448769,749,108236
822,2023.03.06 17:15:02,1024,200,23192810,249078,694,22649
823,2023.03.06 17:15:04,1024,200,1816660,19747,674,1774
824,2023.03.06 17:15:07,1024,200,2028529,41252,706,1980
825,2023.03.06 17:15:09,1024,200,11456200,185100,817,11187
826,2023.03.06 17:15:11,1024,200,83502984,498421,819,81545
827,2023.03.06 17:15:14,1024,200,1732229,46832,738,1691
828,2023.03.06 17:15:16,1024,200,2279939,606987,691,2226
829,2023.03.06 17:15:18,1024,200,1679836,23547,756,1640
830,2023.03.06 17:15:20,1024,200,1249023301,1732985,705631,1219749
831,2023.03.06 17:15:23,1024,200,29611516,230633,732,28917
832,2023.03.06 17:15:25,1024,200,2448931,637852,730,2391
833,2023.03.06 17:15:27,1024,200,2196855,43281,720,2145
834,2023.03.06 17:15:30,1024,200,7729677,101056,653,7548
835,2023.03.06 17:15:32,1024,200,3449664,64449,701,3368
836,2023.03.06 17:15:34,1024,200,2063466,244073,677,2015
837,2023.03.06 17:15:37,1024,200,707601519,1447525,750,691017
838,2023.03.06 17:15:39,1024,200,1556312,40463,722,1519
839,2023.03.06 17:15:41,1024,200,1840436,177492,679,1797
840,2023.03.06 17:15:44,1024,200,1495388,14782,707,1460
841,2023.03.06 17:15:46,1024,200,4148521,695281,729,4051
842,2023.03.06 17:15:48,1024,200,35969828,268205,819,35126
843,2023.03.06 17:15:51,1024,200,518980745,1251957,750,506817
844,2023.03.06 17:15:53,1024,200,1802112,21534,670,1759
845,2023.03.06 17:15:55,1024,200,1912063,163440,743,1867
846,2023.03.06 17:15:58,1024,200,19427752,237347,708,18972
847,2023.03.06 17:16:00,1024,200,21695026,273034,676,21186
848,2023.03.06 17:16:02,1024,200,8699028,108613,713,8495
849,2023.03.06 17:16:05,1024,200,4541133,86894,712,4434
850,2023.03.06 17:16:07,1024,200,1654651,59959,706,1615
851,2023.03.06 17:16:09,1024,200,1546884,18576,707,1510
852,2023.03.06 17:16:12,1024,200,1998943,41040,720,1952
853,2023.03.06 17:16:14,1024,200,2010757290,2613278,1226098,1963630
854,2023.03.06 17:16:16,1024,200,525090710,1089545,838,512783
855,2023.03.06 17:16:19,1024,200,70599997,529803,725,68945
856,2023.03.06 17:16:21,1024,200,239307543,699885,750,233698
857,2023.03.06 17:16:23,1024,200,1688830,19718,779,1649
858,2023.03.06 17:16:26,1024,200,36757105,304897,662,35895
859,2023.03.06 17:16:28,1024,200,31469736,319620,700,30732
860,2023.03.06 17:16:30,1024,200,3027285,581854,698,2956
861,2023.03.06 17:16:33,1024,200,2571786,74399,756,2511
862,2023.03.06 17:16:35,1024,200,11115778,168498,713,10855
863,2023.03.06 17:16:37,1024,200,1856949,34719,670,1813
864,2023.03.06 17:16:40,1024,200,2517125,54758,739,2458
865,2023.03.06 17:16:42,1024,200,31830428,511883,715,31084
866,2023.03.06 17:16:44,1024,200,1702886,24747,689,1662
867,2023.03.06 17:16:47,1024,200,107406130,451609,907,104888
868,2023.03.06 17:16:49,1024,200,1868271,29549,727,1824
869,2023.03.06 17:16:51,1024,200,87683392,413735,831,85628
870,2023.03.06 17:16:54,1024,200,419165094,1069947,1102,409340
871,2023.03.06 17:16:56,1024,200,12938797,196639,710,12635
872,2023.03.06 17:16:58,1024,200,25867554,185206,743,25261
873,2023.03.06 17:17:01,1024,200,4162017,63141,728,4064
874,2023.03.06 17:17:03,1024,200,46829517,375707,736,45731
875,2023.03.06 17:17:05,1024,200,1659658,19133,759,1620
876,2023.03.06 17:17:08,1024,200,3375389,63587,740,3296
877,2023.03.06 17:17:10,1024,200,2872723,78546,708,2805
878,2023.03.06 17:17:12,1024,200,2553380,179027,774,2493
879,2023.03.06 17:17:15,1024,200,200799347,811376,735,196093
880,2023.03.06 17:17:17,1024,200,1734412,44089,656,1693
881,2023.03.06 17:17:19,1024,200,35046447,298482,652,34225
882,2023.03.06 17:17:22,1024,200,29067783,263218,742,28386
883,2023.03.06 17:17:24,1024,200,12002156,212452,691,11720
884,2023.03.06 17:17:26,1024,200,2520273,569139,710,2461
885,2023.03.06 17:17:29,1024,200,17207535,306266,677,16804
886,2023.03.06 17:17:31,1024,200,382569482,915646,773,373603
887,2023.03.06 17:17:33,1024,200,6065748,132177,684,5923
888,2023.03.06 17:17:35,1024,200,36081347,337509,712,35235
889,2023.03.06 17:17:38,1024,200,207299761,759943,580,202441
890,2023.03.06 17:17:40,1024,200,1660109,25046,673,1621
891,2023.03.06 17:17:42,1024,200,160729461,648493,722,156962
892,2023.03.06 17:17:45,1024,200,42833062,241421,770,41829
893,2023.03.06 17:17:47,1024,200,36666870,360978,694,35807
894,2023.03.06 17:17:49,1024,200,220225818,674210,720,215064
895,2023.03.06 17:17:52,1024,200,19014208,167347,751,18568
896,2023.03.06 17:17:54,1024,200,9112178,136460,668,8898
897,2023.03.06 17:17:56,1024,200,2282794,22828,822,2229
898,2023.03.06 17:17:59,1024,200,1967328,555590,725,1921
899,2023.03.06 17:18:01,1024,200,2277236753,3312944,889812,2223864
900,2023.03.06 17:18:03,1024,200,47096001,363902,792,45992
901,2023.03.06 17:18:06,1024,200,1757423,17748,690,1716
902,2023.03.06 17:18:08,1024,200,2748064,69410,694,2683
903,2023.03.06 17:18:10,1024,200,8137329,103563,699,7946
904,2023.03.06 17:18:13,1024,200,1643674,21143,690,1605
905,2023.03.06 17:18:15,1024,200,59413176,312500,675,58020
906,2023.03.06 17:18:17,1024,200,243811092,1565995,678,238096
907,2023.03.06 17:18:20,1024,200,2524715,67005,687,2465
908,2023.03.06 17:18:22,1024,200,1957750,556217,629,1911
909,2023.03.06 17:18:24,1024,200,15588915,203401,872,15223
910,2023.03.06 17:18:27,1024,200,1996431,541800,769,1949
911,2023.03.06 17:18:29,1024,200,2823823278,3746551,764,2757639
912,2023.03.06 17:18:31,1024,200,19867160,238932,721,19401
913,2023.03.06 17:18:34,1024,200,1750681,19549,602,1709
914,2023.03.06 17:18:36,1024,200,138126627,656202,774,134889
915,2023.03.06 17:18:38,1024,200,20111446,303563,704,19640
916,2023.03.06 17:18:41,1024,200,254129083,752553,759,248172
917,2023.03.06 17:18:43,1024,200,1832599,22159,766,1789
918,2023.03.06 17:18:45,1024,200,37907145,469100,838,37018
919,2023.03.06 17:18:48,1024,200,20415869,555985,683,19937
920,2023.03.06 17:18:50,1024,200,45247652,350250,664,44187
921,2023.03.06 17:18:52,1024,200,95554456,483743,691,93314
922,2023.03.06 17:18:55,1024,200,1941670,26882,745,1896
923,2023.03.06 17:18:57,1024,200,3078775,79460,716,3006
924,2023.03.06 17:18:59,1024,200,25118576,253633,716,24529
925,2023.03.06 17:19:02,1024,200,1773038,21207,674,1731
926,2023.03.06 17:19:04,1024,200,8814368,147281,749,8607
927,2023.03.06 17:19:06,1024,200,68511174,440119,669,66905
928,2023.03.06 17:19:09,1024,200,1769859,13612,748,1728
929,2023.03.06 17:19:11,1024,200,29868747,205887,715,29168
930,2023.03.06 17:19:13,1024,200,58552762,430703,742,57180
931,2023.03.06 17:19:16,1024,200,31670317,229615,720,30928
932,2023.03.06 17:19:18,1024,200,19412727,246066,714,18957
933,2023.03.06 17:19:20,1024,200,30674911,301200,685,29955
934,2023.03.06 17:19:22,1024,200,1802509,18629,712,1760
935,2023.03.06 17:19:25,1024,200,245115075,761058,695,239370
936,2023.03.06 17:19:27,1024,200,27905160,269275,795,27251
937,2023.03.06 17:19:29,1024,200,93110534,391934,771,90928
938,2023.03.06 17:19:32,1024,200,1741731,117810,696,1700
939,2023.03.06 17:19:34,1024,200,14311786,206711,705,13976
940,2023.03.06 17:19:36,1024,200,10497948,424037,674,10251
941,2023.03.06 17:19:39,1024,200,8608397,261410,708,8406
942,2023.03.06 17:19:41,1024,200,3792491,67606,681,3703
943,2023.03.06 17:19:43,1024,200,3591868500,4123468,1574519,3507684
944,2023.03.06 17:19:46,1024,200,51442591,374037,707,50236
945,2023.03.06 17:19:48,1024,200,1535526,15739,700,1499
946,2023.03.06 17:19:50,1024,200,21260941,194133,796,20762
947,2023.03.06 17:19:53,1024,200,1739372,35262,743,1698
948,2023.03.06 17:19:55,1024,200,243086527,1024821,698,237389
949,2023.03.06 17:19:57,1024,200,35250227,264633,1036,34424
950,2023.03.06 17:20:00,1024,200,20147647,192924,725,19675
951,2023.03.06 17:20:02,1024,200,76809869,414559,708,75009
952,2023.03.06 17:20:04,1024,200,1917130,16916,734,1872
953,2023.03.06 17:20:07,1024,200,6616074,90894,697,6461
954,2023.03.06 17:20:09,1024,200,335985290,1289929,779,328110
955,2023.03.06 17:20:11,1024,200,27433045,366643,676,26790
956,2023.03.06 17:20:14,1024,200,116477130,521669,978,113747
957,2023.03.06 17:20:16,1024,200,1781884,20256,688,1740
958,2023.03.06 17:20:18,1024,200,3967957,63246,702,3874
959,2023.03.06 17:20:21,1024,200,1987761,246125,743,1941
960,2023.03.06 17:20:23,1024,200,87110697,444790,675,85069
961,2023.03.06 17:20:25,1024,200,1630155,13060,729,1591
962,2023.03.06 17:20:28,1024,200,742249163,2010387,292685,724852
963,2023.03.06 17:20:30,1024,200,8166463,555337,703,7975
964,2023.03.06 17:20:32,1024,200,22612921,541110,714,22082
965,2023.03.06 17:20:35,1024,200,1377768897,1947542,813650,1345477
966,2023.03.06 17:20:37,1024,200,9506844,171355,706,9284
967,2023.03.06 17:20:39,1024,200,5403281,87512,701,5276
968,2023.03.06 17:20:42,1024,200,1698065,15540,753,1658
969,2023.03.06 17:20:44,1024,200,33992841,472794,723,33196
970,2023.03.06 17:20:46,1024,200,46119767,266434,619,45038
971,2023.03.06 17:20:49,1024,200,67011561,569041,709,65440
972,2023.03.06 17:20:51,1024,200,61976435,310359,686,60523
973,2023.03.06 17:20:53,1024,200,4488465,72926,645,4383
974,2023.03.06 17:20:56,1024,200,10153019,225233,718,9915
975,2023.03.06 17:20:58,1024,200,1697587,21121,762,1657
976,2023.03.06 17:21:00,1024,200,1706873,35918,791,1666
977,2023.03.06 17:21:03,1024,200,19360017,300462,721,18906
978,2023.03.06 17:21:05,1024,200,1886189,211546,671,1841
979,2023.03.06 17:21:14,1024,200,2068940,85023,662,2020
980,2023.03.06 17:21:16,1024,200,163393313,609150,708,159563
981,2023.03.06 17:21:18,1024,200,1229476448,1763842,707019,1200660
982,2023.03.06 17:21:21,1024,200,7195219,228424,736,7026
983,2023.03.06 17:21:23,1024,200,13813620,584511,718,13489
984,2023.03.06 17:21:25,1024,200,1136398329,3495303,644,1109763
985,2023.03.06 17:21:28,1024,200,1747570,14358,685,1706
986,2023.03.06 17:21:30,1024,200,1835316,24448,773,1792
987,2023.03.06 17:21:33,1024,200,1630617,41336,713,1592
988,2023.03.06 17:21:35,1024,200,19172698,196374,739,18723
989,2023.03.06 17:21:37,1024,200,46207640,347672,673,45124
990,2023.03.06 17:21:40,1024,200,3970995,101465,740,3877
991,2023.03.06 17:21:42,1024,200,25676463,243955,725,25074
992,2023.03.06 17:21:45,1024,200,224355878,713515,756,219097
993,2023.03.06 17:21:47,1024,200,1756669,24707,701,1715
994,2023.03.06 17:21:49,1024,200,1932011,18431,737,1886
995,2023.03.06 17:21:52,1024,200,2557352,43764,743,2497
996,2023.03.06 17:21:54,1024,200,1564129,20564,711,1527
997,2023.03.06 17:21:56,1024,200,27100942,253630,743,26465
998,2023.03.06 17:21:59,1024,200,68577474,347727,728,66970
999,2023.03.06 17:22:01,1024,200,2532194,228154,829,2472
1000,2023.03.06 17:22:03,1024,200,32062015,440391,701,31310
